user_name,segment,total_coins,estimated_visits,heat_level,first_payment_date,last_payment_date
cvcccvvcs,churned,1608,10.7,Dormant,2025-08-17,2025-09-26
takuan3,churned,1590,10.6,Dormant,2025-07-28,2025-09-26
Ethan_pooh,churned,1336,8.9,Dormant,2025-08-21,2025-11-07
korokoro1974,regular,1250,8.3,Hot,2025-08-11,2026-02-18
hiikooohiii,regular,1208,8.1,Hot,2025-09-01,2026-02-18
kiku-rin,churned,1200,8.0,Dormant,2025-07-27,2025-10-21
kotobuki0632,regular,1200,8.0,Hot,2025-09-11,2026-02-18
banor565,vip,1150,7.7,AtRisk,2025-09-01,2025-11-26
HANABI0321,light,1150,7.7,Hot,2025-07-27,2026-02-18
okazu1,regular,1150,7.7,Hot,2025-09-01,2026-02-18
asd12325,vip,1120,7.5,AtRisk,2025-07-28,2025-11-28
sansanyoshi,regular,1120,7.5,Hot,2025-09-11,2026-02-18
Ibanez123456,regular,1108,7.4,Hot,2025-09-01,2026-02-18
69LION69,regular,1100,7.3,Hot,2025-08-21,2026-02-18
ggidaisuki,vip,1100,7.3,AtRisk,2025-08-17,2025-11-25
ruinhw2,regular,1100,7.3,Hot,2025-08-17,2026-02-18
dojjang,vip,1050,7.0,AtRisk,2025-09-24,2025-11-28
satato,vip,1050,7.0,AtRisk,2025-08-01,2025-11-28
yasu031327,churned,1050,7.0,Dormant,2025-09-01,2025-09-24
ocha88,regular,1050,7.0,Hot,2025-10-21,2026-02-18
hikarimeco,vip,1018,6.8,AtRisk,2025-07-28,2025-11-26
SethUnder2,churned,1009,6.7,Dormant,2025-09-02,2025-09-24
ADPDGGTTA,light,1000,6.7,Hot,2025-09-26,2026-02-18
SARARIN,regular,1000,6.7,Hot,2025-09-01,2026-02-18
koro0820,regular,970,6.5,Hot,2025-09-26,2026-02-18
cjbmn,light,970,6.5,Hot,2025-08-21,2026-02-18
AnatomicwoodedDiner,churned,950,6.3,Dormant,2025-09-11,2025-09-21
kitano1515,regular,950,6.3,Hot,2025-09-11,2026-02-18
ryonami,regular,950,6.3,Hot,2025-09-11,2026-02-18
komemaruking,regular,950,6.3,Hot,2025-08-01,2026-02-18
povochan,regular,950,6.3,Hot,2025-11-09,2026-02-18
sg1971,churned,950,6.3,Dormant,2025-08-01,2025-10-21
yuto1931,vip,950,6.3,AtRisk,2025-08-18,2025-11-30
testtttt,vip,950,6.3,AtRisk,2025-09-21,2025-11-30
nonono563,regular,950,6.3,Hot,2025-08-11,2026-02-18
ferrari311,vip,923,6.2,Warm,2025-08-17,2026-01-12
uribou7777,churned,920,6.1,Dormant,2025-08-01,2025-09-18
Akhr9,light,920,6.1,Hot,2025-08-12,2026-02-18
chibitan_,churned,908,6.1,Dormant,2025-08-11,2025-09-21
drumstickking,vip,900,6.0,AtRisk,2025-09-11,2025-11-26
yukii444,vip,900,6.0,AtRisk,2025-07-27,2025-11-30
copperCup,vip,900,6.0,Warm,2025-10-21,2026-01-12
hiroki706,vip,900,6.0,AtRisk,2025-09-18,2025-11-26
gotou1223,vip,900,6.0,AtRisk,2025-09-11,2025-11-28
aunt99,light,900,6.0,Hot,2025-09-11,2026-02-18
informationA,vip,900,6.0,AtRisk,2025-09-11,2025-11-30
KrfHWHZlPuqY4UM,light,900,6.0,Hot,2025-09-16,2026-02-18
k08ee119,churned,878,5.9,Dormant,2025-07-28,2025-09-26
ABCDEF0621,vip,875,5.8,AtRisk,2025-09-19,2025-11-28
velde_050,vip,850,5.7,Warm,2025-09-11,2026-01-12
MashedLocalism,light,850,5.7,Hot,2025-11-25,2026-02-18
tokumeisan10953,churned,850,5.7,Dormant,2025-07-27,2025-09-19
nemoyan9999,churned,850,5.7,Dormant,2025-07-27,2025-09-11
akis______,light,850,5.7,Hot,2025-08-17,2026-02-18
Rascal_aa,light,850,5.7,Hot,2025-07-27,2026-02-18
M3WLAEfUvDZhz6y,vip,850,5.7,Warm,2025-09-01,2026-01-12
pppiii9328,vip,850,5.7,AtRisk,2025-09-26,2025-11-30
regasy5656,churned,850,5.7,Dormant,2025-09-11,2025-11-06
tktktk01290,churned,828,5.5,Dormant,2025-07-28,2025-09-24
Pilot_11,light,828,5.5,Hot,2025-07-27,2026-02-18
OmeconoYaito,light,828,5.5,Hot,2025-09-02,2026-02-18
harmonia_musica,vip,820,5.5,AtRisk,2025-07-27,2025-11-25
imochinko,vip,811,5.4,AtRisk,2025-09-16,2025-11-25
Korosukematuri,vip,808,5.4,AtRisk,2025-09-01,2025-11-25
Ron2685,vip,800,5.3,AtRisk,2025-08-11,2025-11-28
mmmgggthgfgh,churned,800,5.3,Dormant,2025-09-01,2025-10-21
takataka3829,churned,800,5.3,Dormant,2025-09-14,2025-09-26
Jinn1020,churned,800,5.3,Dormant,2025-08-21,2025-09-24
taimyu,light,800,5.3,Hot,2025-11-06,2026-02-18
tako0601,churned,800,5.3,Dormant,2025-09-11,2025-10-21
bon_kagmait8,light,770,5.1,Hot,2025-07-27,2026-02-18
panpan0,churned,759,5.1,Dormant,2025-09-02,2025-11-06
south15,vip,758,5.1,AtRisk,2025-08-18,2025-11-26
nikuya,vip,750,5.0,Warm,2025-09-18,2026-01-12
idanztsg,churned,750,5.0,Dormant,2025-08-21,2025-09-26
KM928000,churned,750,5.0,Dormant,2025-08-17,2025-09-21
Anonymous51355,churned,750,5.0,Dormant,2025-08-21,2025-11-06
SENTIA123,vip,750,5.0,AtRisk,2025-08-11,2025-11-30
10191yamada,churned,750,5.0,Dormant,2025-08-01,2025-09-01
darkdaimyo1,churned,750,5.0,Dormant,2025-08-01,2025-09-14
gontarue,light,750,5.0,Hot,2025-09-21,2026-02-18
AKI33,light,750,5.0,Hot,2025-09-21,2026-02-18
minami001,churned,750,5.0,Dormant,2025-08-21,2025-11-06
nozome1090,churned,750,5.0,Dormant,2025-08-22,2025-10-21
shadow0718,vip,750,5.0,AtRisk,2025-09-18,2025-11-25
tearsong6661,churned,750,5.0,Dormant,2025-09-16,2025-11-09
wowru,churned,750,5.0,Dormant,2025-09-11,2025-09-21
45taro04545,churned,750,5.0,Dormant,2025-08-21,2025-09-14
ohjisama,churned,750,5.0,Dormant,2025-08-18,2025-10-21
SSh03,vip,750,5.0,AtRisk,2025-08-17,2025-11-25
mtapatjd,vip,740,4.9,AtRisk,2025-07-28,2025-11-28
s_k_s_k,vip,723,4.8,AtRisk,2025-07-27,2025-11-28
oton24011,vip,721,4.8,Warm,2025-08-01,2026-01-12
yani_000,light,700,4.7,Hot,2025-10-21,2026-02-18
lads4266,vip,700,4.7,Warm,2025-09-01,2026-01-12
popodaisen,vip,700,4.7,AtRisk,2025-08-18,2025-11-28
parktttt,vip,700,4.7,AtRisk,2025-09-18,2025-11-25
akdamtgt,vip,700,4.7,AtRisk,2025-09-21,2025-11-25
SweepingRemit,churned,700,4.7,Dormant,2025-08-11,2025-09-18
Mauvais_Sang_30,light,700,4.7,Hot,2025-09-21,2026-02-18
chinchindensha,light,700,4.7,Hot,2025-08-11,2026-02-18
date-3,vip,700,4.7,Warm,2025-09-01,2026-01-12
muuroncha,light,700,4.7,Hot,2025-08-01,2026-02-18
nagineru,light,700,4.7,Hot,2025-09-11,2026-02-18
inoburi100,light,700,4.7,Hot,2025-08-01,2026-02-18
Hiro4655,churned,700,4.7,Dormant,2025-08-21,2025-09-19
njmllllll,light,700,4.7,Hot,2025-10-21,2026-02-18
kiku0309,light,700,4.7,Hot,2025-09-18,2026-02-18
totoroiviiix,vip,700,4.7,AtRisk,2025-08-22,2025-11-30
ero7700,vip,700,4.7,Warm,2025-09-01,2026-01-12
zq12088j,vip,700,4.7,AtRisk,2025-08-17,2025-11-25
te6303ni18,vip,678,4.5,Dormant,2025-07-27,2025-09-02
puriketsu2012,churned,670,4.5,Dormant,2025-07-28,2025-09-18
fuji-1966,vip,650,4.3,AtRisk,2025-09-19,2025-11-26
aluun2525,churned,650,4.3,Dormant,2025-09-01,2025-10-21
1980nobu,light,650,4.3,Hot,2025-09-21,2026-02-18
bepo954f,vip,650,4.3,AtRisk,2025-09-01,2025-11-25
ssssssssyyyyyyy,vip,650,4.3,AtRisk,2025-09-11,2025-11-30
wingzero1,light,650,4.3,Hot,2025-07-27,2026-02-18
carp2048,light,650,4.3,Hot,2025-11-06,2026-02-18
gock45,vip,650,4.3,AtRisk,2025-08-21,2025-11-28
john_boia,light,650,4.3,Hot,2025-09-18,2026-02-18
pon2929,light,650,4.3,Hot,2025-11-25,2026-02-18
SOMURIACHIKUBI,churned,650,4.3,Dormant,2025-09-01,2025-10-21
TAKUTO2018,light,650,4.3,Hot,2025-11-06,2026-02-18
tomonnn0909,vip,650,4.3,Warm,2025-08-22,2026-01-12
5wantyou,churned,630,4.2,Dormant,2025-09-01,2025-09-19
18427359z,churned,620,4.1,Dormant,2025-07-27,2025-11-09
centerofwest,vip,620,4.1,Warm,2025-09-18,2026-01-12
pes0721,churned,620,4.1,Dormant,2025-09-02,2025-11-07
frrySHOUA,churned,620,4.1,Dormant,2025-08-12,2025-09-11
chikyuhashimo,light,620,4.1,Hot,2025-08-15,2026-02-18
AK692558,churned,600,4.0,Dormant,2025-09-01,2025-09-26
tonton19750,churned,600,4.0,Dormant,2025-07-27,2025-09-26
bakibakipenis,light,600,4.0,Hot,2025-11-09,2026-02-18
mrn0285,churned,600,4.0,Dormant,2025-09-01,2025-09-18
JinseiHP,churned,600,4.0,Dormant,2025-07-27,2025-09-14
hjjwwppmxttppgt,vip,600,4.0,AtRisk,2025-09-01,2025-11-30
aruba__1202,vip,600,4.0,AtRisk,2025-09-24,2025-11-30
aymssk,vip,600,4.0,AtRisk,2025-09-10,2025-11-26
dangoTK,churned,600,4.0,Dormant,2025-09-21,2025-10-21
Jake6879,churned,600,4.0,Dormant,2025-08-21,2025-10-21
meruado123,churned,600,4.0,Dormant,2025-08-01,2025-09-18
nakayoshikun,vip,600,4.0,AtRisk,2025-07-27,2025-11-25
runa0707,vip,600,4.0,Warm,2025-09-01,2026-01-12
naname0920,churned,588,3.9,Dormant,2025-09-02,2025-11-09
YuBon90,vip,570,3.8,AtRisk,2025-08-12,2025-11-28
Nobu-kun820,churned,570,3.8,Dormant,2025-08-12,2025-09-19
ryukichiman,churned,564,3.8,Dormant,2025-08-01,2025-09-19
Lazerbb,churned,558,3.7,Dormant,2025-09-01,2025-09-02
yuuki0120,churned,552,3.7,Dormant,2025-09-19,2025-09-26
yuut7,vip,550,3.7,Warm,2025-10-21,2026-01-12
shirashirabbq,vip,550,3.7,Warm,2025-09-14,2026-01-12
SeamingCostume,vip,550,3.7,AtRisk,2025-08-01,2025-11-28
rikirikibvb1245,churned,550,3.7,Dormant,2025-09-16,2025-11-06
ResortLovers,churned,550,3.7,Dormant,2025-09-24,2025-11-06
happypann,churned,550,3.7,Dormant,2025-08-17,2025-10-21
asdfwerwqer,light,550,3.7,Hot,2025-09-01,2026-02-18
kirua0809,churned,550,3.7,Dormant,2025-09-14,2025-09-18
kuufuuriyou,churned,550,3.7,Dormant,2025-08-18,2025-09-18
hasetoshi0211,churned,550,3.7,Dormant,2025-08-01,2025-09-14
Giichyan,churned,550,3.7,Dormant,2025-09-01,2025-09-14
ggg2121ryo,vip,550,3.7,AtRisk,2025-11-25,2025-11-30
taku_ch,vip,550,3.7,AtRisk,2025-07-27,2025-11-28
tmjagjtwmjpw,churned,550,3.7,Dormant,2025-08-01,2025-09-01
Sho797472,churned,550,3.7,Dormant,2025-08-11,2025-09-01
1996wabc,light,550,3.7,Hot,2025-10-21,2026-02-18
ishiguro2122,churned,550,3.7,Dormant,2025-07-27,2025-08-21
kaiza-,churned,550,3.7,Dormant,2025-07-27,2025-09-24
meipochan,churned,550,3.7,Dormant,2025-09-11,2025-09-26
tete091,light,550,3.7,Hot,2025-08-21,2026-02-18
shin_shin77,churned,550,3.7,Dormant,2025-08-17,2025-09-16
sorashi,churned,550,3.7,Dormant,2025-09-11,2025-10-21
ttttaaa0022,churned,550,3.7,Dormant,2025-08-01,2025-09-01
burugaria,vip,550,3.7,AtRisk,2025-09-01,2025-11-30
-OhaNyan-,churned,550,3.7,Dormant,2025-08-21,2025-11-06
gamera76,light,550,3.7,Hot,2025-09-14,2026-02-18
Gunwoooo,vip,550,3.7,Warm,2025-10-21,2026-01-12
mello_dayo,light,550,3.7,Hot,2025-09-21,2026-02-18
6a5m3g9,churned,540,3.6,Dormant,2025-08-12,2025-11-07
fxckerr,vip,525,3.5,AtRisk,2025-10-22,2025-11-26
airisu_s,churned,520,3.5,Dormant,2025-08-21,2025-09-21
kazuki06027,churned,520,3.5,Dormant,2025-08-12,2025-11-06
ABCDEF0903,churned,520,3.5,Dormant,2025-08-12,2025-09-21
bignami737373,churned,520,3.5,Dormant,2025-10-21,2025-10-21
JUVETARO,vip,520,3.5,AtRisk,2025-07-28,2025-11-30
Naochan66,vip,520,3.5,AtRisk,2025-09-26,2025-11-30
Poppssss2,churned,510,3.4,Dormant,2025-08-11,2025-09-18
aazzbb,vip,508,3.4,AtRisk,2025-09-02,2025-11-25
amkplgdmw,churned,508,3.4,Dormant,2025-09-01,2025-09-19
Mizuki517,churned,502,3.3,Dormant,2025-09-11,2025-11-06
0915Naoto,churned,500,3.3,Dormant,2025-09-11,2025-11-09
kamaashi_1,vip,500,3.3,Warm,2025-11-09,2026-01-12
krisroejon,vip,500,3.3,Warm,2025-11-26,2026-01-12
tsuchwo,vip,500,3.3,Warm,2025-11-09,2026-01-12
jmbwnpt8,vip,500,3.3,Warm,2025-09-21,2026-01-12
l3k465v,vip,500,3.3,Warm,2025-09-14,2026-01-12
hemtamu,vip,500,3.3,AtRisk,2025-09-21,2025-11-26
nbtk12,churned,500,3.3,Dormant,2025-09-01,2025-11-06
motp120,churned,500,3.3,Dormant,2025-09-11,2025-09-24
stgm1,churned,500,3.3,Dormant,2025-09-11,2025-09-24
shun13-5,churned,500,3.3,Dormant,2025-09-18,2025-09-18
Baku0811,churned,500,3.3,Dormant,2025-09-18,2025-09-24
Buuuuuu224963,vip,500,3.3,AtRisk,2025-11-09,2025-11-25
Road9977,churned,500,3.3,Dormant,2025-08-22,2025-09-16
alterna2nd,churned,500,3.3,Dormant,2025-07-27,2025-09-11
takachin1205,churned,500,3.3,Dormant,2025-08-18,2025-09-11
kuwaiyai,churned,500,3.3,Dormant,2025-07-27,2025-09-11
chick002,churned,500,3.3,Dormant,2025-09-11,2025-09-21
comdel1260,light,500,3.3,Hot,2025-09-11,2026-02-18
to09mo19,churned,500,3.3,Dormant,2025-08-18,2025-09-01
taka039,light,500,3.3,Hot,2025-09-01,2026-02-18
maccnn,churned,500,3.3,Dormant,2025-09-24,2025-09-26
kokokoko333,light,500,3.3,Hot,2025-09-21,2026-02-18
miamia18,light,500,3.3,Hot,2025-09-18,2026-02-18
ottacyu,churned,500,3.3,Dormant,2025-08-21,2025-11-06
ryommmm,churned,500,3.3,Dormant,2025-09-14,2025-11-09
masagipper,light,500,3.3,Hot,2025-09-16,2026-02-18
Chameleonx,vip,500,3.3,Warm,2025-09-16,2026-01-12
wabeeee0707,vip,500,3.3,AtRisk,2025-08-22,2025-11-25
wa_ru,vip,500,3.3,AtRisk,2025-11-06,2025-11-25
Hitori1617,churned,500,3.3,Dormant,2025-08-22,2025-11-09
kimiharu1005,churned,500,3.3,Dormant,2025-09-01,2025-09-11
sko1234,light,500,3.3,Hot,2025-11-25,2026-02-18
Nen_za,vip,478,3.2,AtRisk,2025-09-01,2025-11-26
tempasjp,regular,470,3.1,AtRisk,2025-08-12,2025-11-25
unchai113,churned,470,3.1,Dormant,2025-08-11,2025-09-18
Nighted_Safari,vip,470,3.1,AtRisk,2025-08-12,2025-11-30
motitsuki47,vip,460,3.1,Warm,2025-11-26,2026-01-13
BuzzUchi,vip,458,3.1,AtRisk,2025-09-02,2025-11-28
Takeda423,light,450,3.0,Hot,2026-01-12,2026-02-18
ozakenken_raul,vip,450,3.0,Warm,2025-09-19,2026-01-12
jerrywong2719,vip,450,3.0,Warm,2025-09-19,2026-01-12
Jokulhaups2,vip,450,3.0,AtRisk,2025-10-21,2025-11-30
koketanikun1,vip,450,3.0,AtRisk,2025-11-06,2025-11-28
toto4427,vip,450,3.0,AtRisk,2025-11-06,2025-11-28
kirakirabeams11,vip,450,3.0,AtRisk,2025-09-11,2025-11-26
sengoku1059,churned,450,3.0,Dormant,2025-08-21,2025-10-21
Anti104309,churned,450,3.0,Dormant,2025-08-01,2025-10-21
yantee,churned,450,3.0,Dormant,2025-08-22,2025-09-19
cesc0358,churned,450,3.0,Dormant,2025-09-16,2025-10-21
morimori04,vip,450,3.0,AtRisk,2025-10-21,2025-11-30
mamo1219,light,450,3.0,Hot,2025-09-11,2026-02-18
gaspelon,light,450,3.0,Hot,2025-11-06,2026-02-18
Diner007,light,450,3.0,Hot,2025-09-24,2026-02-18
Kiyopon83838,churned,450,3.0,Dormant,2025-09-26,2025-10-21
NBNB0721,vip,450,3.0,AtRisk,2025-10-21,2025-11-25
Ojisan2220,regular,450,3.0,Warm,2026-01-12,2026-01-12
xXshogoXx,churned,450,3.0,Dormant,2025-09-16,2025-10-21
aju0906,churned,450,3.0,Dormant,2025-08-01,2025-10-21
piro3000,churned,448,3.0,Dormant,2025-08-17,2025-10-21
kananerura,vip,430,2.9,Warm,2025-10-21,2026-01-12
d011ars,churned,420,2.8,Dormant,2025-08-18,2025-11-07
SP_Strider,churned,420,2.8,Dormant,2025-07-28,2025-09-19
T-chanboo,churned,420,2.8,Dormant,2025-07-28,2025-07-28
masupy7020,light,420,2.8,Hot,2025-08-11,2026-02-18
kirakirabeams2,churned,420,2.8,Dormant,2025-09-24,2025-09-24
rinchan0608,churned,420,2.8,Dormant,2025-07-28,2025-11-09
bonchan-108,light,420,2.8,Hot,2025-09-19,2026-02-18
pss57401,light,420,2.8,Hot,2025-08-12,2026-02-18
TO_MO_ZO,churned,420,2.8,Dormant,2025-08-22,2025-11-07
tottokoto,churned,420,2.8,Dormant,2025-08-12,2025-11-09
yuyuend,churned,420,2.8,Dormant,2025-08-22,2025-11-07
ttsth,vip,400,2.7,AtRisk,2025-11-26,2025-11-30
RRRSUV,vip,400,2.7,AtRisk,2025-09-21,2025-11-30
hogehog800,churned,400,2.7,Dormant,2025-10-21,2025-11-07
RYO25252,churned,400,2.7,Dormant,2025-10-21,2025-11-06
gyozachaoz,churned,400,2.7,Dormant,2025-10-21,2025-10-21
fu52fu,churned,400,2.7,Dormant,2025-09-11,2025-10-21
wdBfjuQb33G6qk0,churned,400,2.7,Dormant,2025-09-21,2025-09-26
Yuyuyuyu2500,churned,400,2.7,Dormant,2025-09-16,2025-09-26
mittyohachiya,churned,400,2.7,Dormant,2025-08-21,2025-09-26
tak_1040,churned,400,2.7,Dormant,2025-09-16,2025-09-26
akakakka6786,churned,400,2.7,Dormant,2025-09-16,2025-09-21
winter8989,churned,400,2.7,Dormant,2025-09-18,2025-09-21
appijjmtpwwj,churned,400,2.7,Dormant,2025-09-01,2025-09-21
nanasi1919,churned,400,2.7,Dormant,2025-09-01,2025-09-18
namanamasaikou,churned,400,2.7,Dormant,2025-07-27,2025-09-18
bandy0524,churned,400,2.7,Dormant,2025-08-01,2025-09-18
BinningMutation,vip,400,2.7,AtRisk,2025-09-26,2025-11-25
knmt1125,churned,400,2.7,Dormant,2025-09-01,2025-09-18
yoyoyososos,churned,400,2.7,Dormant,2025-09-18,2025-09-18
sunrise1993,churned,400,2.7,Dormant,2025-09-01,2025-09-18
kawanishikanta,churned,400,2.7,Dormant,2025-09-01,2025-09-16
tatttttyy,churned,400,2.7,Dormant,2025-08-01,2025-09-14
kkkkaaa12,churned,400,2.7,Dormant,2025-09-01,2025-09-14
takora2024,churned,400,2.7,Dormant,2025-08-21,2025-09-14
joyjoy1219,churned,400,2.7,Dormant,2025-08-21,2025-09-14
charly___,churned,400,2.7,Dormant,2025-09-01,2025-09-18
rameachi,vip,400,2.7,AtRisk,2025-07-27,2025-11-30
AfebrileComforts,churned,400,2.7,Dormant,2025-08-21,2025-09-01
gilliganmaltese,churned,400,2.7,Dormant,2025-08-01,2025-09-01
makishimatakao,churned,400,2.7,Dormant,2025-09-01,2025-09-01
Potell,churned,400,2.7,Dormant,2025-09-01,2025-09-01
dhfvhdb7600,churned,400,2.7,Dormant,2025-09-01,2025-09-21
takashi7418,churned,400,2.7,Dormant,2025-08-01,2025-08-21
meril765,light,400,2.7,Hot,2025-10-21,2026-02-18
mapapag,light,400,2.7,Hot,2025-10-21,2026-02-18
ssksskssk000,light,400,2.7,Hot,2025-10-21,2026-02-18
kei2316,vip,400,2.7,AtRisk,2025-09-18,2025-11-25
kenjitan223,vip,400,2.7,AtRisk,2025-09-16,2025-11-25
legnumfreednbox,churned,400,2.7,Dormant,2025-08-21,2025-09-14
little-cloud1732,churned,400,2.7,Dormant,2025-08-21,2025-09-18
masa54,churned,400,2.7,Dormant,2025-09-11,2025-10-22
NENNEN1313,churned,400,2.7,Dormant,2025-09-11,2025-10-21
HESOGOMA,light,400,2.7,Hot,2025-10-21,2026-02-18
shimir08,churned,400,2.7,Dormant,2025-09-01,2025-09-18
shima083,churned,400,2.7,Dormant,2025-09-01,2025-09-16
ytkarc,vip,400,2.7,AtRisk,2025-07-27,2025-11-25
ano_ano_,churned,400,2.7,Dormant,2025-08-21,2025-09-14
dyura,vip,400,2.7,AtRisk,2025-09-26,2025-11-25
isibaseiken1,churned,400,2.7,Dormant,2025-09-16,2025-09-21
mtdjgp09,churned,400,2.7,Dormant,2025-09-01,2025-09-14
rumatimo,churned,400,2.7,Dormant,2025-09-18,2025-09-26
tatatagisu1,vip,400,2.7,AtRisk,2025-09-16,2025-11-25
kazumichi,vip,370,2.5,AtRisk,2025-11-25,2025-11-26
mjtxmjup,churned,370,2.5,Dormant,2025-08-12,2025-10-21
ODAN58,churned,370,2.5,Dormant,2025-08-11,2025-09-21
guretomoss,churned,370,2.5,Dormant,2025-10-21,2025-11-07
kurato,churned,358,2.4,Dormant,2025-09-01,2025-09-24
redorange_767,churned,358,2.4,Dormant,2025-09-02,2025-09-18
konpeitorei,churned,358,2.4,Dormant,2025-09-01,2025-09-02
mo2727,churned,358,2.4,Dormant,2025-09-02,2025-09-02
takoyakishi,churned,358,2.4,Dormant,2025-09-01,2025-09-02
myk1010,churned,358,2.4,Dormant,2025-09-01,2025-09-02
deku8787,churned,358,2.4,Dormant,2025-09-01,2025-09-02
iroero,vip,358,2.4,AtRisk,2025-09-02,2025-11-25
bakaboou1234,churned,355,2.4,Dormant,2025-09-21,2025-11-06
YHVH75,vip,351,2.3,AtRisk,2025-11-25,2025-11-28
Ken0924,churned,351,2.3,Dormant,2025-08-21,2025-11-06
0615azukin,churned,350,2.3,Dormant,2025-09-26,2025-11-06
morisu25,light,350,2.3,Hot,2025-11-30,2026-02-18
MMKT936,light,350,2.3,Hot,2025-09-18,2026-02-18
aki_1123,vip,350,2.3,Warm,2025-09-21,2026-01-12
FluvialSoldiery,vip,350,2.3,Warm,2025-11-30,2026-01-12
yt2537,vip,350,2.3,AtRisk,2025-11-28,2025-11-30
bebe65387,vip,350,2.3,AtRisk,2025-11-25,2025-11-28
ffggccvvv,vip,350,2.3,AtRisk,2025-11-25,2025-11-28
ichic55,vip,350,2.3,AtRisk,2025-09-18,2025-11-26
kappy2024,vip,350,2.3,AtRisk,2025-11-25,2025-11-26
0827mr,vip,350,2.3,AtRisk,2025-11-25,2025-11-26
color_joker,vip,350,2.3,AtRisk,2025-11-09,2025-11-25
peipei104,churned,350,2.3,Dormant,2025-09-21,2025-11-09
aevnfe,vip,350,2.3,AtRisk,2025-08-17,2025-11-25
ajdmtjgmmm,churned,350,2.3,Dormant,2025-09-18,2025-09-19
kglllo,churned,350,2.3,Dormant,2025-09-16,2025-11-06
raven11eleven,churned,350,2.3,Dormant,2025-09-24,2025-09-26
Ichi3838,churned,350,2.3,Dormant,2025-09-24,2025-09-26
kukuku009,churned,350,2.3,Dormant,2025-09-01,2025-09-24
taktos,churned,350,2.3,Dormant,2025-08-21,2025-09-24
stevericopin,churned,350,2.3,Dormant,2025-09-18,2025-09-24
Wing03,churned,350,2.3,Dormant,2025-09-19,2025-09-21
ROSSO-1000,light,350,2.3,Hot,2025-09-18,2026-02-18
kawakawa2,churned,350,2.3,Dormant,2025-09-11,2025-09-21
TrackingUrbanity,churned,350,2.3,Dormant,2025-09-18,2025-09-19
gudegudetama,churned,350,2.3,Dormant,2025-07-27,2025-09-19
h-i1104,churned,350,2.3,Dormant,2025-09-18,2025-09-19
Pun200million,churned,350,2.3,Dormant,2025-08-21,2025-09-19
saiba5ryo,churned,350,2.3,Dormant,2025-09-02,2025-09-19
wxpddhahaha,churned,350,2.3,Dormant,2025-09-18,2025-09-19
asas___,churned,350,2.3,Dormant,2025-09-21,2025-09-21
superkazu,churned,350,2.3,Dormant,2025-08-21,2025-09-19
Kei101957,churned,350,2.3,Dormant,2025-09-18,2025-09-19
naokobe,churned,350,2.3,Dormant,2025-09-11,2025-09-18
BelyingBaroque,light,350,2.3,Hot,2025-11-25,2026-02-18
harami__--,churned,350,2.3,Dormant,2025-09-11,2025-09-18
birabirarerorero,churned,350,2.3,Dormant,2025-08-17,2025-09-18
kaijuu1202,churned,350,2.3,Dormant,2025-09-16,2025-09-16
gaj109257,churned,350,2.3,Dormant,2025-08-17,2025-09-14
kaiware,churned,350,2.3,Dormant,2025-09-11,2025-09-14
mirai33swift,churned,350,2.3,Dormant,2025-09-11,2025-09-14
eddieyoon,churned,350,2.3,Dormant,2025-09-02,2025-09-11
takeruru222,churned,350,2.3,Dormant,2025-07-27,2025-09-11
daisuke1989,churned,350,2.3,Dormant,2025-09-01,2025-09-11
WWXXYYZZ1997,churned,350,2.3,Dormant,2025-08-21,2025-09-11
cherena029,churned,350,2.3,Dormant,2025-09-01,2025-09-11
sjapmwgt,vip,350,2.3,AtRisk,2025-09-24,2025-11-30
yoshika54,vip,350,2.3,AtRisk,2025-11-06,2025-11-30
pooh-13579,vip,350,2.3,AtRisk,2025-11-28,2025-11-30
chos1801,vip,350,2.3,Warm,2025-09-16,2026-01-12
J9527,churned,350,2.3,Dormant,2025-08-18,2025-09-01
lillolom,churned,350,2.3,Dormant,2025-08-22,2025-09-01
tamakara,vip,350,2.3,AtRisk,2025-11-25,2025-11-26
kei_0321,churned,350,2.3,Dormant,2025-08-17,2025-09-01
Aaaaa2193,churned,350,2.3,Dormant,2025-08-18,2025-09-01
dadakiva,vip,350,2.3,AtRisk,2025-09-01,2025-11-28
hirochan1577,churned,350,2.3,Dormant,2025-08-22,2025-09-01
daisonkr3232,churned,350,2.3,Dormant,2025-09-01,2025-11-09
daiske990,churned,350,2.3,Dormant,2025-09-14,2025-09-24
chiikawa_uraaka,churned,350,2.3,Dormant,2025-08-21,2025-08-22
peropero987,churned,350,2.3,Dormant,2025-08-11,2025-08-21
mamekawa,churned,350,2.3,Dormant,2025-07-27,2025-08-18
kkkk3125,churned,350,2.3,Dormant,2025-08-01,2025-08-17
ttttyttttttttt,churned,350,2.3,Dormant,2025-08-01,2025-08-17
Fine_NestTOK,churned,350,2.3,Dormant,2025-07-27,2025-08-17
tetsuyaaaaaaaa,light,350,2.3,Hot,2025-09-18,2026-02-18
SharkedCatering,light,350,2.3,Hot,2025-09-21,2026-02-18
fhtghtf,churned,350,2.3,Dormant,2025-08-01,2025-08-11
sisoari,light,350,2.3,Hot,2025-11-25,2026-02-18
0114yvki,churned,350,2.3,Dormant,2025-08-01,2025-08-11
aueix9241,churned,350,2.3,Dormant,2025-07-27,2025-08-11
Tomo1214,churned,350,2.3,Dormant,2025-08-02,2025-08-02
superkenji,churned,350,2.3,Dormant,2025-08-01,2025-08-01
TOSHI0902,churned,350,2.3,Dormant,2025-07-27,2025-07-27
